Grouped,Currency,Business day,Invoice ID,Ledger,Date started,Date closed,Currency,Subtotal,Discount amount,Surcharge amount,Payment surcharge,"Net AmountVAT 9%","Tax AmountVAT 9%","Total incl.VAT 9%","Net AmountVAT 21%","Tax AmountVAT 21%","Total incl.VAT 21%","Net AmountVAT 0%","Total Revenueexcl. VAT","Total Revenueincl. VAT",Gift card sales,Tips amount,Quantity of products,Table,Customer,Staff name,Receipt
2026-05-02 | Iuliia Nikitina,EUR,2026-05-02 | Iuliia Nikitina,788865|2026-05-02T09:48:02Z|INVOICE|2845868162|2,788865,"02/05/26, 11:48","02/05/26, 12:31",EUR,21,0,0,0,19.266055,1.733945,21,0,0,0,0,19.266055,21,0,0,2,,,Iuliia Nikitina,https://live.tebi.co/documents/receipts/anirrQbx8N8aI-Emkj-yl_vT1vXCc94q5h7E9CR7UqsXn6U0pOdte9gRNNaurNKX6OHjlkk_0ca6Xi8oo-t3I2GegBOse9N0YRuAkAjfbOIC6Iu2BGbtEeDp04TmxT4v2S37aM5KeE0kwcPA2BBfuOnbOS35PaZqtcpiBcZ1rOXxoTmZ5S3HXQgis6qD8iDQjuQj-qR-T1tVvxtDID9eqDn-sdzhRhuocltjyAaBK8oo9B7u9Z6nAKvSbczRFZ-xC-K9i2JxZssVH8BAEBEOq9t77VwaV2qvzzYBBxxHcPNBpnsMy4Y7mlaALkbSAjVOIftaAJeJ_j6ApepfhAKk8A==
2026-05-02 | Iuliia Nikitina,EUR,2026-05-02 | Iuliia Nikitina,788865|2026-05-02T10:31:58Z|INVOICE|2845868162|51,788865,"02/05/26, 12:31","02/05/26, 12:44",EUR,15.2,0,0,0,13.944954,1.255046,15.2,0,0,0,0,13.944954,15.2,0,0,2,,,Iuliia Nikitina,https://live.tebi.co/documents/receipts/XBKikfXc48RdbJkxR15ywSTv9H9ZflyESMOIkrWNuHmNP_BPuRb_Nq97ooGF6ZyIOAMRNt67WGMpx3cnRys_Doa8NXA5mfh22QCSt8DNjcsgIt2NoOeKRAVhBZvqZuzXou66_npzsmOEKHws2oREAnva8CFIlnAcfDaDgsy6vIhvnwhxspwlkz87UF9EBIIQU-JP-rCmHXqjXqSCub5U1Ae4pSEU2eJBszbb7AhorfwWGr4Ffg7unEPkl3cQcbN8C7IcAqpivda55R0i8ApNjhgO3oNsYdJoKhRnwA8AwVg0gSmNyDDr2o0MIJ1SEcJQ16Uv51MVBKib0uDEVjcdyg==
2026-05-02 | Iuliia Nikitina,EUR,2026-05-02 | Iuliia Nikitina,788865|2026-05-02T10:44:49Z|INVOICE|2845868162|67,788865,"02/05/26, 12:44","02/05/26, 13:28",EUR,28,0,0,0,25.688073,2.311927,28,0,0,0,0,25.688073,28,0,0,1,,,Iuliia Nikitina,https://live.tebi.co/documents/receipts/gS0J8a19QhI5n-CApmqU7o9EhajnjDUwJJ7et9nvZcC5fxn-XlxDXrtSGeW6pmSaxBIfnOv1SF7UMDHuDJDVW6e-5FzjhkWGya34DUVGMQbmh3itIM6hFyihZRmx3kGZLFHT_3OerNZE8jrDfN8Fkk005KGXdSzez-CuLQp96-th2HBafXVIdC2eknAmDbURpV04kBXl6927UUSoqsY1ziygbPbMAWnIe_WdOcamkD3IGUgRWNR2N_3Gg8mwJGic5tYgDq-WzptjpgdWjoxEmViT36PES1ykKbTU8kFK8OacqAZP-0vQ9tnvox3lq99pZmgXhYn3mw588UCOTqTHJg==
2026-05-02 | Iuliia Nikitina,EUR,2026-05-02 | Iuliia Nikitina,788865|2026-05-02T11:59:06Z|INVOICE|2845868162|2,788865,"02/05/26, 13:59","02/05/26, 13:59",EUR,38,0,0,0,0,0,0,31.404958,6.595042,38,0,31.404958,38,0,0,3,,,Iuliia Nikitina,https://live.tebi.co/documents/receipts/ORHlKO5Y8b0kV2PwYV00A6OxYFWeiTULGGWNoeQGVrFBn9UcSQwydtcaMpRHgNZqOFqIQen3GUEGkaCx1ZSCwAf0Q1UWdRZIADT3XbFJKKZBgTPDmv6PqiFhF1AcbQSbGKbzzZjbEovD1kNySC4T5KjFBSGAiEboikbc6_zWETsh8gJ8SW79xAByJrP4UMfdqa0R-v7EQPXb9Bs_NhRaItUYf_3nnEFebzjBAw3FRJViKxdGpbpaKQBquAXJe7NN3x4XZq5ifvCdveewatlcu3n-4dlnNaX-7YpORL6bGOPtHltQcEWtptltJT0KdxUATX7rSp_ee8OlXlhuKvrQxA==
2026-05-02 | Iuliia Nikitina,EUR,2026-05-02 | Iuliia Nikitina,788865|2026-05-02T12:33:17Z|INVOICE|2845868162|2,788865,"02/05/26, 14:33","02/05/26, 14:33",EUR,23,0,0,0,0,0,0,19.008264,3.991736,23,0,19.008264,23,0,0,1,,,Iuliia Nikitina,https://live.tebi.co/documents/receipts/ajpqIm6uwdwY42lNQGRTFpmtNbyYnUCDTcL2Me8OEysMmpUicgIxZOO7h4i259g7fepZZhhmXumVklO-uc8HreanSWY6pOno9teDG8c7ORflaMISoH-jNQCJlcLZA6ygm6eK9OSbqIyA9-yW-Cgf8e1U4QtiWwQsjGfjJBzY3TnEi3hYxcsTe6I6beZnh_Wvo81g86eCIbUmgXJepudP5fPO9VOJiLo941m6HQrIMC3ey2jnH1NiVyJhqiBC9SJkDdyLCuVSpU8DxsBbTLbGzRWzj0Ojia-zijs2wWy8Nxj2OBhis7mSXw20PP-_tIcObq7s-hkmHMuinl9QB0l0XA==
2026-05-02 | Iuliia Nikitina,EUR,2026-05-02 | Iuliia Nikitina,788865|2026-05-02T13:12:14Z|INVOICE|2845868162|2,788865,"02/05/26, 15:12","02/05/26, 15:12",EUR,19,0,0,0,0,0,0,15.702479,3.297521,19,0,15.702479,19,0,0,1,,,Iuliia Nikitina,https://live.tebi.co/documents/receipts/kdV2AgJ5meWFIvUG5IgQkWoQ98mte-W-QsDH7mv4l_6sk5OllOkiLUVx1GeR955lNb7Fsy3x1ri1Eprwgv8YWrXgZ99AvyE7v_bmSh32MXR6yl-wYkIy4XnQK-qT4eiOTqi16DJgTSkzyhmhpnoxSusG4xRFWmzBNPyq9GfC2KjPFURCSpv9Zasw_Oki2PlY7lShPeQPI3vPlNrjGOj2fHVNAkXr4mgmzks52bGuDOQ2WjIMSQ2uDuN0jhmgsGRApCoiaAgBfw5TLiBRMCVPOmsqjbqeZ9eYHzTMVWjYBGG12oL5wt5gl6_3fUH80Bul42dqd8Mjqz18JuWm6MhcKg==
2026-05-02 | Iuliia Nikitina,EUR,2026-05-02 | Iuliia Nikitina,788865|2026-05-02T14:15:35Z|INVOICE|2845868162|2,788865,"02/05/26, 16:15","02/05/26, 16:16",EUR,19,0,0,0,0,0,0,15.702479,3.297521,19,0,15.702479,19,0,0,1,,,Iuliia Nikitina,https://live.tebi.co/documents/receipts/HS1WTHkGebbiCPIWe36MalxGYYh7usZr9fl36ppVHGG74XckUPVL9e6Us4n1ZbrcivNrYw1YQcDNNFFCJvc93nXxPvxCHPFazunRjoWJksBxw7D6XYrYc6nRead9fyCVsBPy89zXTaWO8MSTxdexULHuxqRGKn7_IC0kaNaLEGs_G_-mku-ViHpqBYZXkENShK2sPQExXq0MSgXdm85BwqclXeCUb5Cu0Giu9_bxv_2_qPkG6YGuObvDGvNeOUGtHiD22U8AdG6300Y7jnzyIO6Yu2h8uXQcoLX5SN9qXQtNI6nUf9dDVPDae0VOThK-2o__RuWfXphIQuBBocm9gw==
2026-05-02 | Iuliia Nikitina,EUR,2026-05-02 | Iuliia Nikitina,788865|2026-05-02T14:16:00Z|INVOICE|2845868162|16,788865,"02/05/26, 16:16","02/05/26, 16:16",EUR,7.5,0,0,0,0,0,0,6.198347,1.301653,7.5,0,6.198347,7.5,0,0,1,,,Iuliia Nikitina,https://live.tebi.co/documents/receipts/ZCrNfKjjQzMkj4UMGvdyZrpqavWD5PR9ihBUhi-NvSpp3C4eyMcFw1t9OL__C3DWnEZx0xk7qQ8KgoD-gHZ1xT66noGXkEo9SIVI8J5bhEMZjzYIGeSbMyaJenawRbTDcN2M_kdGFDjMKjTu32OiQXcEtUHC4p-9r-7fLO2LCStohBtQ6kkK7K1nirt2Q-WvjtzSCXJq3LV3UQmiKAsPU-pYzHh6KQNVfvHV55c1FqVacMxu5rDlTwiW_iJopZABthzWookT3Ir3LGDs0Q5y48Ba3fBOMcmdrMySNBb_fezyyf1D_dLhpl7-Of2gZW0gVKmbWMm-TK8hTKZgt-RgJg==
2026-05-02 | Iuliia Nikitina,EUR,2026-05-02 | Iuliia Nikitina,788865|2026-05-02T14:16:31Z|INVOICE|2845868162|30,788865,"02/05/26, 16:16","02/05/26, 16:18",EUR,17.95,0,0,0,0,0,0,14.834711,3.115289,17.95,0,14.834711,17.95,0,0,1,,,Iuliia Nikitina,https://live.tebi.co/documents/receipts/JnR6uhMMgp1Nj-IZSEzfW04jr9rLxoNr37kUtw-Y5K2gdGFOAas5iXf-rcI65xupoYqjOP-fZsM_tQhNBhiLZwHHLy7hiA_g5xJC5V7yUeGABHtSN0XeAIoj-29PPiy3NKeqTSR8LGEs_Hqq3le5OklPbjpj-T4iE13kwihxrCwQty9ksVOZl7LvP-9c2k3cWwJGWd4XrAOnK1WOwpdiYCwmoQcGXhx3oeMmx2cbUvQ891YIj66op-0qrCZNpgOKlxucS8iDsgKlKuGKJPl7Gcc-Jni68Kk7k9n3ZVXZ78JileJJqbMM1V4J7HvuH9mxbw6fxCHgJi_djH5gbSmjog==
2026-05-02 | Iuliia Nikitina,EUR,2026-05-02 | Iuliia Nikitina,788865|2026-05-02T14:18:34Z|INVOICE|2845868162|45,788865,"02/05/26, 16:18","02/05/26, 16:51",EUR,168,0,0,0,154.12844,13.87156,168,0,0,0,0,154.12844,168,0,0,4,,,Iuliia Nikitina,https://live.tebi.co/documents/receipts/Qbc1HX0WQisw1JkgtgUPplnWsaJFuHGl8J-YOXBjYVeajFmgSYFM-8zj-VQcVDjasYCc-t7VPjqRaVe74FB32lG1KIq0kV8LAExyaLLIK2XM_w-G6X5oMQWAnvZ7-OUplFiiLvlYkOKD8C-xGs3IbW3ZN3TBZdft56aArdda2x5EVGalrwfBrnA4MqxsgomxKSzIz7CTbzk66rQiovW6xxizamcKuG-Xf1uycZ903EoAPPEMIi3TrFQD26DqMtwFTiDCfnJrn2utMAS2ubDjiKy8H8aA7aZfq-TxeqD0xOnH_7s4jTNfei3WFB_2C6jhUHl5xQkU8UcCIMy7EgzFMQ==
2026-05-03 | Iuliia Nikitina,EUR,2026-05-03 | Iuliia Nikitina,788865|2026-05-03T08:09:07Z|INVOICE|2845868162|2,788865,"03/05/26, 10:09","03/05/26, 10:10",EUR,15.5,0,0,0,14.220183,1.279817,15.5,0,0,0,0,14.220183,15.5,0,0,2,,,Iuliia Nikitina,https://live.tebi.co/documents/receipts/Q-s6niDhvzUvnZWfwlxGKoPtIZdvxfMmHaxMyrZFd1kEItXRvIUeJBDm_C0MgRQpJ83LnNX3suHO0uJW1DBhRWpBq99YjoQ1Pqt7cQjzqOmU2mSVpxVCqmZTyXlmEehhxLRfBU3eHadbojIC2MfNUu5viQttUzKPEvq5ucIrst0JnuOsOS748C4WLikQqeJUfPOlFwVoFfvB09_d9XBBIejL-OUQW15d4JLOCpV1-BOeTZ_RL0RZHed5WV1zQ7Q6gxRyYRhs2hViOMMvB4j_1fbfqvUBQ-HsoVNm5bwvS7DfrZNKERVSb7NO5ltCiWE4KexkQMvQzg2yWmNOY9xAYA==
2026-05-03 | Iuliia Nikitina,EUR,2026-05-03 | Iuliia Nikitina,788865|2026-05-03T09:38:22Z|INVOICE|2845868162|2,788865,"03/05/26, 11:38","03/05/26, 11:38",EUR,29,0,0,0,0,0,0,23.966942,5.033058,29,0,23.966942,29,0,0,1,,,Iuliia Nikitina,https://live.tebi.co/documents/receipts/msWIPqhNdwxFzr0q3uy1UPrsTEF8VA7J_-gBDREnBXHewy1FByAOMde9FWkxkWAVDx8edv2SGexgUxgD2piB4q6K6H-FAc23wq4WRLn3c7uzcVoIZcq7lnOb2fcUPoBOQFgTlCCJIZ_rvDnfPlQ5ZZ6OW6HAxHR79rNcPbVMea2vTXy6C2aRADWQj05mih88r1pSiIAPfp7updtProC-LVdrxXA3QIzuh5qNNk5BAobyK6Q7kcMMzWvXfSPyGmd2M3KweMWSzy52MJENZRZIRt5UiO-taMcZ9bibhbUnoyE1KWEDawo7CWi9g9E2tVIs7-9mW_-C-GGTumVQwBwO9g==
2026-05-03 | Iuliia Nikitina,EUR,2026-05-03 | Iuliia Nikitina,788865|2026-05-03T10:34:28Z|INVOICE|2845868162|2,788865,"03/05/26, 12:34","03/05/26, 12:34",EUR,4.5,0,0,0,4.12844,0.37156,4.5,0,0,0,0,4.12844,4.5,0,0,1,,,Iuliia Nikitina,https://live.tebi.co/documents/receipts/mG6Kxk6XYHvzM7VUtnBUpulomP3sMUBpLHNSf7WGpT4ACbHzbNDAuP9bjNFjm26pJSNAdwwdhhQJewIFyxQjRKDRMRYe7Hc_bkjYx6HNc_C9cuRY1NGHpShAIt6XdhwGlobewCNooPRLwtzlVF0ZfrdrnPEMC91jn8PH_Hcjl55Oom2Qhz97sQ3A3f0PzfDQNQYrzvSjni1Xj8Aa3g47lHq5FxHQXCOyqqaIIcv9V1VnFPQRSMtxhLeVxszv-_NaYuIoxBJfZ-u4VuPhJTA1CderToaqGACgBc6xSGueTtWPkC7XAps1ag_Na1ngkRhxmnJFSndHBgGz9JUJwFmD1Q==
2026-05-03 | Iuliia Nikitina,EUR,2026-05-03 | Iuliia Nikitina,788865|2026-05-03T10:34:43Z|INVOICE|2845868162|16,788865,"03/05/26, 12:34","03/05/26, 13:28",EUR,4.99,0,0,0,0,0,0,4.123967,0.866033,4.99,0,4.123967,4.99,0,0,1,,,Iuliia Nikitina,https://live.tebi.co/documents/receipts/bilfDsddTMskfD3mKQS-dZDL98Vg5lM4_CZSh4IJaahSWsYN3AhL2W0V9IF0jqcI5H5PaPV0rK5SfpIi1rOUlKpuH9FtAIYg5KExuTZnOqySkbaGYAQEZ7W3Dw-LvZX5Qnk6kPyc7Se14ud07LcISr7MPsv5juNXwZyYyvuSxt-KQZDZFhP6Rwld6bNS4OTQk3DKJ3ESslP9YgUNN6_VHHVHP8vStoEns_fE9AulDpGU4UIbjZr7Anft0D6oMPW42eRlFxcipbr9ee8e7Ao8vbJkhXbkTqBybpp2oFqKP5O1dvIMzebqlyqYOD8eiCYNmxaNdtmjz8LkHCrEthtu-g==
2026-05-03 | Iuliia Nikitina,EUR,2026-05-03 | Iuliia Nikitina,788865|2026-05-03T11:28:26Z|INVOICE|2845868162|32,788865,"03/05/26, 13:28","03/05/26, 14:43",EUR,12,0,0,0,11.009174,0.990826,12,0,0,0,0,11.009174,12,0,0,1,,,Iuliia Nikitina,https://live.tebi.co/documents/receipts/Shbn6YD-ac76oVqoknfyzjMSlX7iQHsEBTaP7-k9AN2edf21gBEDrV4s3mwC1LQST6FHhjtNZSkJcUxOYrmSEp9XGH6M6EKjQ01mOVwfC-mWH6GlZ9I6WTnrVzouGmNgztEMCYnZk5FB5rG3qgaGqY0J7z70MiuhA-LxGzr92TmC_eGwERSM896W5G1u6OmXdgV2eI-_mjYsrQZO3COvp8vchuKoyfIDe-2RcYsnT8ETVEkfER5-m3LVUZfF1Xy10UEDFD0tZMoqtz3Sl8ub_DCfXd1yTaiuH9zQtXMvIYxuw93H483sWlowL4QzlzuxrTHs6l-W5gMZvh1KMcotcw==
2026-05-03 | Iuliia Nikitina,EUR,2026-05-03 | Iuliia Nikitina,788865|2026-05-03T13:43:12Z|INVOICE|2845868162|2,788865,"03/05/26, 15:43","03/05/26, 15:43",EUR,17.1,0,0,0,15.688073,1.411927,17.1,0,0,0,0,15.688073,17.1,0,0,4,,,Iuliia Nikitina,https://live.tebi.co/documents/receipts/hFb6gqN0i0VKHhEznoND8qxYw7SGbwi-Y32osqtKZ-cylXR2m7CYCkL6Ne4YN8Ma9zs0hI-Krdu1kymCk89b6Hv8fICN9ni-gUgeayZf7cxsx1Zfmil1sPjnhTPWg7P58BXNI4GNLpMlUvmZnU9bTm4VBqqE7r82crLxrMEgoWBPb0KFiHVXHLlTmqIFcXX9OhjHFmDd9geHvjfMQoJUHE1wtR8qsklrObUgcaNWshnWbVMayUEnvX1ChOCJsUZNrI7DWyqlms64di-ozvNTW5qNLBRxSLz79pO4ro9pyLdRHBcYnFvQwVVheA82RBJEYmrpxZjFkTGBT4Dspw2bog==
2026-05-03 | Iuliia Nikitina,EUR,2026-05-03 | Iuliia Nikitina,788865|2026-05-03T13:43:54Z|INVOICE|2845868162|19,788865,"03/05/26, 15:43","03/05/26, 16:14",EUR,42,0,0,0,38.53211,3.46789,42,0,0,0,0,38.53211,42,0,0,1,,,Iuliia Nikitina,https://live.tebi.co/documents/receipts/CwBtwEQASTvsigRp1Ap7HubjAxEn_4hO2gMok_qxdShTjwBXZw6zNSUviziCzCTwa5m9U2mgDh_RZBBPS8_WPk7kC3ik-toHDOAHJ0NAuMyCCHTOKmV1YYgyr2GcrUxLi0QCHD6MW1jw7HFtUjcxiDVhzAglKV7Ddj-9ex5q1cNQKYrJ9zX7Xi0H0LSGjiqGGGtvN0E20zpxP1vVvDBXK7USAnpcmbEcLPR-GQomZryrPz1UfNrvvop1olN7GMfQtxrLdaIY-kLdTLUw_l0Gl3asjmuX1H-_jnK9XlW48rcGrBgpvIaAnJOkICckQ_IjTSH6vMkbBF2aLD6GSvf-6w==
